,counts.CD8T,counts.CD4T,counts.NK,counts.Bcell,counts.Mono,counts.Neu
GSM1051626_7796814016_R04C02,0.147446743870098,0.0246863930964693,0.253855967063132,0.0164886382480891,0.0836766514800105,0.47257831527315103
GSM1051627_7796814016_R05C02,0.0723351432402959,0.174671156336333,-2.25366710606731e-19,0.0438370202761576,0.0665430323199857,0.636140215265259
GSM1051628_7796814016_R06C02,0.0556592616848048,0.0832390047303776,0.174169769431419,0.047599348663678,0.0300762362375108,0.62377295477806
GSM1051629_7800246006_R01C01,0.0430839754499528,0.125446984459108,-3.18931316167321e-20,0.0832750076529125,0.0517197901244883,0.6922660881447719
GSM1051630_7800246006_R02C01,0.0382055430461376,0.114834888073343,0.0795409936915778,0.0566019067471693,0.0832573781378076,0.6267755976905589
GSM1051631_7800246006_R03C01,0.00314207932551905,0.12132004379914,0.07759625896325,0.0502153238170989,0.0532225327031355,0.698390682047769
GSM1051632_7800246006_R04C01,0.0534553684075484,0.100230596414862,0.0774582041540571,0.0381548299633447,0.0467641639883757,0.677232139130101
GSM1051633_7800246006_R05C01,0.0673926149410589,0.14514525078975302,0.0192636834399938,0.0120344510120078,0.0531837231703279,0.6949137260165
GSM1051634_7800246006_R06C01,0.0539306085707152,0.154598251705807,0.071279524293884,0.0730539853002493,0.0596325496994253,0.5919137898027149
GSM1051635_7800246006_R01C02,0.0951100706575809,0.14957321757682998,0.0917453170618996,0.0309673760905974,0.0652004251690296,0.558639126588614
GSM1051636_7800246006_R02C02,0.0614304212857956,0.16272431743008803,0.0516020196419833,0.0517513025067361,0.0851618242868349,0.5808298580941489
GSM1051637_7800246006_R03C02,0.0886110507392749,0.117626838048954,0.10649956111243301,0.0246463358072628,0.0495978809955783,0.611971730465737
GSM1051638_7800246006_R04C02,0.0877222099080859,0.20432191190045002,0.0852717300237155,0.0429126912704603,0.0148264903659614,0.5654362133837889
GSM1051639_7800246006_R05C02,0.0504477849908453,0.12822314047363,0.0731652141446963,0.0354273044680439,0.0535594133701154,0.6496020442736079
GSM1051640_7800246006_R06C02,0.068486462382534,0.0626432216344609,0.0846462368709532,0.0400790179679289,0.0663982966972551,0.679331014274413
GSM1051641_7800246018_R01C01,0.0470753984779405,0.0973739310344992,0.10466996854527699,0.0402347910888659,0.0935429544276754,0.6184887053132478
GSM1051642_7800246018_R02C01,0.11099846833018599,0.148611972444384,0.0840780933427083,0.0273212389413863,0.0513097783153736,0.565607692129098
GSM1051643_7800246018_R03C01,0.0743998812031464,0.0898350293187019,0.0305596223222205,0.0301171758392243,0.0266691304677539,0.7449733033378281
GSM1051644_7800246018_R04C01,0.10832283897865899,0.133771353911835,0.0868605174634254,0.0437303240166072,0.0490472226245388,0.5750295730704561
GSM1051645_7800246018_R05C01,0.0279959415730705,0.0714588300425921,0.0454753042714645,0.0214495555956221,0.0800727571093879,0.753059325303772
GSM1051646_7800246018_R06C01,0.0345768570148955,0.0535240442270486,0.00635130818410244,0.0298528093943325,0.0889566069276555,0.7866227696083801
GSM1051647_7800246018_R01C02,0.0502714932714992,0.121319113648065,0.109658821774125,0.0750947526585336,0.11552820256197299,0.5268587911995499
GSM1051648_7800246018_R02C02,0.0421919139167307,0.115435357439312,-3.73352719499001e-19,0.0484231364711447,0.0521469012660024,0.7425999574462341
GSM1051649_7800246018_R03C02,0.135409623844878,0.051655332945995995,0.338803977189307,0.0164537847460221,0.0519952809198105,0.407847290927404
GSM1051650_7800246018_R04C02,0.00418780167606738,0.16905084354141298,0.0920838037904692,0.0676957471730031,0.029107911782592005,0.634927104822624
GSM1051651_7800246018_R05C02,0.0242644118779528,0.0971719461029878,0.0552783342797135,0.008032778489862991,0.115238820538944,0.692405076998547
GSM1051652_7800246018_R06C02,0.11856808611893199,0.253882517513138,0.0548242482402299,0.0214405030670657,0.0513795059958327,0.500787988128582
GSM1051653_7800246043_R01C01,0.12376233581748801,0.250435189287225,0.0331192145964265,0.0216688871859218,0.0176380301888215,0.542877560465753
GSM1051654_7800246043_R02C01,0.0776447622458048,0.081295173845897,0.0228293220162139,0.0699114635546759,0.031240851453974,0.7210028932735608
GSM1051655_7800246043_R03C01,0.0815755064955533,0.131051131978859,0.0233592388443847,0.0359576316830603,0.0522091988904652,0.676035544809343
GSM1051656_7800246043_R05C01,0.106097444837729,0.14231478346950302,0.21377543957748202,0.10774804131831098,0.0381338532736862,0.378908343259022
GSM1051657_7800246043_R06C01,0.114537218149307,0.0928063324593684,0.22468799680969498,0.044024266500701,0.0378009115582816,0.49464723828467494
GSM1051658_7800246043_R01C02,0.0781529446627987,0.0972661268984546,0.0698832070100849,0.0343345055831201,0.0666052984641572,0.6498952388847049
GSM1051659_7800246043_R03C02,0.0695233305960684,0.17137537872578099,0.117266170740685,0.0259649670389712,0.0675731753658735,0.544739549578855
GSM1051660_7800246043_R04C02,0.00438785160031699,0.12266125032829199,0.0963560525433313,0.0255453098572164,0.0694834591332762,0.6770225575364279
GSM1051661_7800246043_R05C02,0.0572755871359039,0.13172209247589697,0.12799450383050198,0.0360421168631785,0.0385438992867787,0.6106886531696
GSM1051662_7800246043_R06C02,0.010334515691812,0.12218405223660002,0.0839527531751936,0.0251095559163844,0.0399824355014999,0.717223441911957
GSM1051663_7800246054_R01C01,0.0159177609807889,0.127990698102598,0.124384670462575,0.0382968894993271,0.0396356892451282,0.647632258981948
GSM1051664_7800246054_R02C01,0.16395634233249803,0.069204902416735,0.0211960993950163,0.0199732616963827,0.0534260449325102,0.66799758694078
GSM1051665_7800246054_R03C01,0.0556972756605384,0.153978912699505,-4.78938214833345e-19,0.0292695039703607,0.0522585289509648,0.693787251278101
GSM1051666_7800246054_R04C01,-1.11857809081259e-18,0.288311799429617,0.135619270903024,0.0393727446748122,0.0440363409165722,0.48007399244517796
GSM1051667_7800246054_R05C01,0.0389595745454447,0.124088568837862,0.183718828011061,0.0218263417675401,0.0531116877069291,0.565160075414624
GSM1051668_7800246054_R06C01,0.0582942192313,0.291136871119573,0.0203530208804506,0.0828095222581059,0.0328101432732748,0.508438257373567
GSM1051669_7800246054_R01C02,2.43287199082151e-19,0.128920863913322,0.0338127830263038,0.0233874420385609,0.0598680012820796,0.7457197023038059
GSM1051670_7800246054_R02C02,0.0362458037967263,0.0733717562029523,0.0751082003342987,0.00465390391375331,0.0321885777803774,0.776605098374918
GSM1051671_7800246054_R03C02,0.0125563778559361,0.14780628595770198,0.0287743960447959,0.0524522628634216,0.0657271422930381,0.684615181347979
GSM1051672_7800246054_R04C02,0.0447850985554288,0.103622619411353,0.10420182036308,0.0234134542390977,0.0655159189533839,0.656098976963319
GSM1051673_7800246054_R05C02,0.0859772643919042,0.137235926652164,0.0694262387193374,0.0268972919847599,0.0719113566508328,0.61676149882526
GSM1051674_7800246054_R06C02,0.152017142309727,0.0429622501469625,0.127335226906656,0.0250686822012779,0.0710876107676986,0.5766537107614089
GSM1051675_7800246055_R01C01,0.057500218098513,0.245580810968605,0.0440544099422217,0.0316669220309379,0.0553223711104662,0.557758894578994
GSM1051676_7800246055_R02C01,0.0128372564556426,0.105553319363658,0.0131112222635459,0.0667128153673635,0.0929641797604174,0.709437449576054
GSM1051677_7800246055_R03C01,0.0484930923953553,0.20988354806567103,0.0920120416654911,0.0386586080150078,0.0241366455014676,0.5793953353216801
GSM1051678_7800246055_R04C01,0.0382542947116101,0.14838911821403303,0.0019298331590374802,0.0264871656874201,0.0422338835194391,0.735417790192606
GSM1051679_7800246055_R05C01,0.0373918657826002,0.0353681959476653,0.0312911578999225,0.0071215521592070796,0.0655147098919714,0.816866541917633
GSM1051680_7800246055_R06C01,0.0183452747772737,0.17105326993636902,0.0336484738682736,0.00205379667910408,0.0681921379221291,0.6917497880256711
GSM1051681_7800246055_R01C02,0.0751336318003017,0.0727989985791357,0.0251413293856633,0.0277677816410277,0.08537448634568101,0.7012662755342091
GSM1051682_7800246055_R02C02,0.0419325113987312,0.119966322629935,5.04601038119929e-19,0.0292966016427426,0.0494095658677168,0.7450049280859129
GSM1051683_7800246055_R03C02,0.008724773857385909,3.62448301002597e-19,0.0272603293445722,0.00471577206186036,0.0545668902220929,0.903343801285658
GSM1051684_7800246055_R04C02,0.0470326525890984,0.18118565233818199,0.0574763547837197,0.0198522400803391,0.0831970057260227,0.601650088964146
GSM1051685_7800246055_R05C02,-1.2763006004529399e-20,0.11601145479810601,0.0612661126160827,0.0223809327344718,0.0829859788081788,0.710250572594054
GSM1051686_7800246055_R06C02,0.0530891398247954,0.195556168081482,0.0131318151029893,0.0717607534962115,0.0206436507135448,0.624642439345321
GSM1051687_7800246071_R01C01,0.13148642047675,0.0852719408105618,0.138515720574161,0.0406231564514789,0.0277856241466711,0.578212314950446
GSM1051688_7800246071_R02C01,0.109933487567655,0.0690450348212449,0.111532677021118,0.0388022437699619,0.0564434406211166,0.6122642089914351
GSM1051689_7800246071_R03C01,0.0761617468760386,0.134469643762513,0.072263549886653,0.0730207623997347,0.0425152258330242,0.6044886204054161
GSM1051690_7800246071_R04C01,0.0416976020581839,0.11501894446342699,0.00993986933356449,0.0538788587859559,0.04744083970483701,0.7258464526590179
GSM1051691_7800246071_R05C01,-5.65629273661419e-20,0.363624638425699,0.129523771154123,0.0543915419362177,0.0009138958504526949,0.43870238087921
GSM1051692_7800246071_R06C01,0.0511995529821611,0.0935736876908544,0.169659579915509,0.0734140779207048,0.053269649283162,0.561239705378331
GSM1051693_7800246071_R01C02,0.124057339834159,0.0753568677790999,0.131807796830346,0.0435586715108559,0.0603719436473291,0.569084556424844
GSM1051694_7800246071_R03C02,0.0665542856680267,0.0943015507048583,0.11810912953442099,0.0182344351105048,0.0518592309226354,0.6364528072924179
GSM1051695_7800246071_R04C02,0.0246986650499963,0.0968812284780092,0.0652804795463028,0.007347946531888659,0.0745999121199211,0.7199250574615159
GSM1051696_7800246071_R05C02,0.0547493302821311,0.14609019005561302,0.14770588322479597,0.0106301845649641,0.0617139253207606,0.556779048864266
GSM1051697_7800246071_R06C02,0.0233531608244831,0.12236160442308901,0.131905131480499,0.0629871055882806,0.0641718595387996,0.592678281238495
GSM1051698_7800246072_R01C01,0.0517346881572105,0.0731853804166182,8.784354137539928e-21,0.0163331389481204,0.0559017174321041,0.7973833454550071
GSM1051699_7800246072_R02C01,-1.0311412474983999e-19,0.0766255709524959,0.029763337455874003,0.0195681759893649,0.0961824265355648,0.761940037389845
GSM1051700_7800246072_R03C01,2.1563685835891698e-18,0.11146609204045098,0.2741450985742,0.00687326222477695,0.0516642507350035,0.530962248845536
GSM1051701_7800246072_R04C01,0.011195494981261999,0.0592596760811687,0.0505474250734721,0.0369565981045307,0.037201439649387005,0.79065733375297
GSM1051702_7800246072_R05C01,-1.5808800706553199e-19,0.0712506327500923,0.0439308356897844,0.00808451299773033,0.0920528132566991,0.786954350080496
GSM1051703_7800246072_R06C01,0.067064929501587,0.12287931043161802,0.111712197509614,0.0253373555672674,0.0311539647978037,0.645132319172817
GSM1051704_7800246072_R01C02,0.0410711952939871,0.0645599413364238,0.011580010554642998,0.0490396526080936,0.0656786285112134,0.7781207939546059
GSM1051705_7800246072_R02C02,0.0903461556499706,0.175303884921727,0.0621287262902874,0.0970170621271372,0.0430914191123768,0.5370825053520389
GSM1051706_7800246072_R03C02,0.0617373400852158,0.0849093824727555,0.000716030299254247,0.007296733529610779,0.0815822446358942,0.764102737078254
GSM1051707_7800246072_R04C02,0.0656047053886289,0.218333986391403,0.062546096899093,0.0441380058480959,0.126215736969987,0.470371673417129
GSM1051708_7800246072_R05C02,0.0111496133988824,0.0516929822003528,0.000769141843588726,0.0208443968172712,0.0192100006429593,0.889946378465136
GSM1051709_7800246072_R06C02,0.0534014625260687,0.126220210490495,0.06638590326477099,0.0199038234369178,0.03715361218668899,0.690494265599008
GSM1051710_7800246034_R01C01,0.0740520622597128,0.164598929543668,0.121860021623343,0.0343134534265128,0.0544292690749649,0.5438909905040471
GSM1051711_7800246034_R02C01,0.0537574131063044,0.0973096071303596,0.0868740220681634,0.0376766909827137,0.0419028474599171,0.67807507485094
GSM1051712_7800246034_R03C01,0.05782359560192401,0.225050580878044,0.0197295948101097,0.135997971199159,0.060291674015177,0.48887726533982107
GSM1051713_7800246034_R04C01,0.0134917797381236,0.16459595079502598,0.12227957466229401,0.0445937774449532,0.0603991048660485,0.599944072122999
GSM1051714_7800246034_R05C01,0.05655040467996401,0.149652698172453,0.0855786200176504,0.0345590054255411,0.0482552514043865,0.622141090706042
GSM1051715_7800246034_R06C01,0.10851789926791199,0.13779746317103303,0.140691323488834,0.16604841651531,0.041549556921489,0.42761529331334097
GSM1051716_7800246034_R01C02,0.117421282544173,0.16998366942636703,0.0280640410044114,0.0260750924935382,0.0509128173588072,0.606083834142818
GSM1051717_7800246034_R02C02,0.0400355689211591,0.138830659184319,0.0583892869305905,0.0223641929445434,0.0637195748096466,0.6812858654420949
GSM1051718_7800246034_R03C02,0.0213963949264245,0.067980759709469,0.0325084201871279,0.027818347068004998,0.076108925789899,0.7729667928362142
GSM1051719_7800246034_R04C02,0.0237949856224414,0.0757124229619203,0.0255733679043861,0.0287186597783385,0.0711973324378515,0.7714308031197901
GSM1051720_7800246034_R05C02,0.0203771567189563,0.167997008403072,-8.442097349080059e-20,0.0634471790762703,0.0558428701385161,0.6856575867918161
GSM1051721_7800246034_R06C02,0.0171303904794299,0.0413586047220904,0.00619651885563797,0.0430084571802675,0.0721183881483587,0.826446388586997
